,Unnamed: 0,title,short_description,institution,subject,price,length,effort,level,prerequisites,course_link
476,476,"Sharks! Global Biodiversity, Biology, and Conservation","Learn about the most fascinating animals on Earth, their sophisticated senses and how sharks and their relatives have impacted human history and culture.",CornellX,Biology & Life Sciences,FREE,4 weeks,4ÛÒ6 hours per week,Introductory,Secondary School (high school) biology,https://www.edx.org/course/sharks-global-biodiversity-biology-cornellx-uqx-bioee101x-0
477,477,"Product Management with Lean, Agile and System Design Thinking","Learn how to plan, develop and deliver on all aspects of work in the lifecycle of digital products using lean, agile and systems design thinking.",BUx,Business & Management,FREE,6 weeks,4-8 hours per week,Advanced,,https://www.edx.org/course/product-management-lean-agile-system-bux-qd503x
478,478,"Human Rights Activism, Advocacy and Change","Learn about the role of social movements, advocacy groups and activism in bringing about social change.",CurtinX,Social Sciences,FREE,12 weeks,8-10 hours per week,Advanced,None.,https://www.edx.org/course/human-rights-activism-advocacy-change-curtinx-hrig3x
479,479,Algorithm Design and Analysis,Learn about the core principles of computer science: algorithmic thinking and computational problem solving.,PennX,Computer Science,FREE,4 weeks,6-8 hours per week,Intermediate,,https://www.edx.org/course/algorithm-design-analysis-pennx-sd3x
480,480,Linear Differential Equations,Learn the mathematical theory of linear differential equations and their application to systems such as the mass-spring system and other linear oscillations.,BUx,Math,FREE,8 weeks,8-10 hours per week,Intermediate,,https://www.edx.org/course/linear-differential-equations-bux-math226-2x-1
481,481,People Management for Entrepreneurs,Learn human resources best practices to enhance your business culture and be an effective people manager.,IIMBx,Business & Management,FREE,7 weeks,4-5 hours per week,Intermediate,None,https://www.edx.org/course/people-management-entrepreneurs-iimbx-hr102x
482,482,Risk Management for Projects,Learn how to manage risk in your organization by using the best processes and procedures.,AdelaideX,Business & Management,FREE,5 weeks,2 ÛÒ 3 hours per week,Introductory,None.,https://www.edx.org/course/risk-management-projects-adelaidex-riskx
483,483,Customer-Centric Innovation,Learn to take on competition by creating successful and innovative business ideas through a thorough understanding of customer needs.,RWTHx,Business & Management,FREE,6 weeks,6-8 hours per week,Intermediate,No mandatory prerequisites but successful completion of MTI001x is beneficial.,https://www.edx.org/course/customer-centric-innovation-rwthx-mti002x
484,484,Introduction to Biology - The Secret of Life,"Explore the secret of life through the basics of biochemistry, genetics, molecular biology, recombinant DNA, genomics and rational medicine. Certify through the MITx 7.00x Competency Exam.",MITx,Biology & Life Sciences,FREE,12 weeks,7-14 hours per week,Introductory,High school level biology and chemistry recommended. A desire to learn is required.,https://www.edx.org/course/introduction-biology-secret-life-mitx-7-00x-6
485,485,Anthropology of Current World Issues,Learn to use anthropological ideas to see the world from a range of perspectives and points of view.,UQx,Humanities,FREE,9 weeks,1-2 hours per week,Introductory,None,https://www.edx.org/course/anthropology-current-world-issues-uqx-world101x-3
486,486,Introduction to Music Theory,"Learn key concepts and approaches needed to understand, create, and perform contemporary music. ",BerkleeX,Music,FREE,6 weeks,5 hours per week,Introductory,The ability to play an instrument is helpful but not required. You should have a passion for music and a strong interest in developing your understanding of music and ability to create it. ,https://www.edx.org/course/introduction-music-theory-berkleex-oharm100x-5
487,487,Creativity & Entrepreneurship,"Learn skills and listen to examples from world-renown entrepreneurs and innovators as they discuss the parallels between the creative and entrepreneurial journeys -- and why entrepreneurship, much like music or creativity, is something we all possess.",BerkleeX,Business & Management,FREE,4 weeks,5 hours per week,Introductory,None,https://www.edx.org/course/creativity-entrepreneurship-berkleex-oentr-391x-6
488,488,Human Rights Theory and Philosophy,Explore what is meant by human rights through learning about the development of the conventional understanding of universal human rights as well as some of the major critiques of the concept.,CurtinX,Social Sciences,FREE,12 weeks,8-10 hours per week,Advanced,None.,https://www.edx.org/course/human-rights-theory-philosophy-curtinx-hrig1x-0
489,489,Calculus Applied!,"Apply tools of single-variable calculus to create and analyze mathematical models used by real practitioners in social, life, and physical sciences.",HarvardX,Math,FREE,7-9 weeks,3-6 hours per week,Intermediate,"Single-variable Calculus (derivatives, integrals and basics of differential equations); College or AP/IB High School Level",https://www.edx.org/course/calculus-applied-harvardx-calcapl1x
490,490,Digital Strategy and Action,Learn how elite leaders conceive and execute strategies that drive the worldÛªs fastest growing digital companies.,BabsonX,Business & Management,FREE,4 weeks,4-6 hours per week,Introductory,None,https://www.edx.org/course/digital-strategy-action-babsonx-bpet-stratx
491,491,Agile Development Using Ruby on Rails - Advanced,Learn how to apply Agile techniques to enhance and refactor legacy code to become a true Ruby on Rails developer.,UC BerkeleyX,Computer Science,FREE,6 weeks,12 hours per week,Intermediate,"Any offering of CS169.1x, Agile Development Using Ruby on Rails (ADuRoR), Basics",https://www.edx.org/course/agile-development-using-ruby-rails-uc-berkeleyx-cs169-2x-0
492,492,"Technological, Social, and Sustainable Systems","Explore how social, technological, and sustainable systems are interacting to create the modern world, and how you can use that knowledge to create a better one in this credit-eligible course.",ASUx,Engineering,FREE,8 weeks,18 hours per week,Introductory,None,https://www.edx.org/course/technological-social-sustainable-systems-asux-cee181x-1
493,493,Macroeconomic Principles,"Learn how the economic decisions you and others make impact what you pay for things and how much you get paid, in this credit-eligible course.",ASUx,Economics & Finance,FREE,8 weeks,18 hours per week,Introductory,Missing,https://www.edx.org/course/macroeconomic-principles-asux-ecn211x
494,494,Western Civilization: Ancient and Medieval Europe,Learn about the origins and development of Western societies and institutions from the ancient world through the Middle Ages in this credit-eligible course.,ASUx,History,FREE,8 weeks,18 hours per week,Introductory,None,https://www.edx.org/course/western-civilization-ancient-medieval-asux-hst102x-2
495,495,Programming for Everyone: Introduction to Programming,Learn to solve problems by writing your own programs for the devices that are all around us in this credit-eligible course.,ASUx,Computer Science,FREE,15 weeks,9 hours per week,Introductory,None,https://www.edx.org/course/programming-everyone-introduction-asux-cse110x
496,496,Introduction to Sociology,Learn how sociology applies to your everyday life and helps you better communicate and understand people and your environment.,ASUx,Social Sciences,FREE,8 weeks,18 hours per week,Introductory,None,https://www.edx.org/course/introduction-sociology-asux-soc101x-2
497,497,Introduction to Engineering: Imagine. Design. Engineer!,Explore engineering through design. Learn tools and techniques engineers use to develop innovative solutions to real world problems.,ASUx,Engineering,FREE,16 weeks,6-8 hours per week,Introductory,High school algebra; basic mathematics concepts,https://www.edx.org/course/introduction-engineering-imagine-design-asux-fse100x
498,498,Human Origins,"Explore the scientific evidence for human evolution, our fossil relatives, and the place of humankind in the natural world in this credit-eligible course.",ASUx,Social Sciences,FREE,8 weeks,18 hours per week,Introductory,None,https://www.edx.org/course/human-origins-asux-asm246-3
499,499,English Composition,Improve your writing skills in this comprehensive introduction to English composition credit-eligible course.,ASUx,Communication,FREE,8 weeks,18 hours per week,Introductory,Students must be proficient in English.,https://www.edx.org/course/english-composition-asux-eng101x-3
500,500,Monetize Android Apps with Business Models,Create profitable Apps using proven business models and earn money by developing your Android App using AdMob and more.,GalileoX,Computer Science,FREE,5 weeks,6-8 hours per week,Intermediate,,https://www.edx.org/course/monetize-android-apps-business-models-galileox-caad004x
501,501,Sustainable Urban Environments,"Learn how integrated systems and individual actions can shape sustainable cities, generating higher quality of life for the future.",TrinityX,Environmental Studies,FREE,6 weeks,2-4 hours per week,Introductory,None,https://www.edx.org/course/sustainable-urban-environments-trinityx-course-v1trinityxt011x2t2017
502,502,Molecular Biology ÛÒ Part 3: RNA Processing and Translation,An in-depth adventure through RNA Processing and Translation. Strengthen your scientific thinking and biological experimental design skills.,MITx,Biology & Life Sciences,FREE,8 weeks,4-8 hours per week,Advanced,"7.00x Introduction to Biology or similar (undergraduate biochemistry, molecular biology, and genetics), 7.28.1x and 7.28.2x Molecular Biology or similar (advanced understanding of the central dogma)",https://www.edx.org/course/molecular-biology-part-3-rna-processing-mitx-7-28-3x-0
503,503,Magnetic Materials and Devices,"Learn how magnetic devices, such as hard drives and magneto-optical disks, are designed to exploit the magnetic properties of materials.",MITx,Engineering,FREE,4 weeks,8-12 hours per week,Advanced,,https://www.edx.org/course/magnetic-materials-devices-mitx-3-15-3x-0
504,504,Introduction to Engineering,"The application of knowledge to design and build devices, systems, materials and processes in engineering.",UTArlingtonX,Engineering,FREE,8 weeks,4-6 hours per week,Introductory,,https://www.edx.org/course/introduction-engineering-utarlingtonx-engr2-0x-0
505,505,Critical Development Perspectives,Gain insight into the different perspectives and trends facing development workers to lead more effectively across sectors and organizations.,UQx,Social Sciences,FREE,10 weeks,10-12 hours per week,Advanced,"Participants should have experience, or a strong interest in working in development. While not compulsory, it is recommended that learners have completed a bachelor degree in a relevant discipline.",https://www.edx.org/course/critical-development-perspectives-uqx-lgdm4x
